model,bodytype,color,specs,engine,mileage,price,city
2013 Dodge Challenger SXT,Coupe,Black,"Used 2013 Dodge Challenger SXT with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,"Mileage: 25,544 miles","$17,495 ",NYC
2016 Dodge Challenger SRT,Coupe,Red,"Used 2016 Dodge Challenger SRT with RWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Split/Folding Seats, Air Conditioning",8 Cyl,"Mileage: 5,822 miles","$43,995 ",NYC
2015 Mercedes-Benz E-Class E 350,Sedan,White,"Used 2015 Mercedes-Benz E-Class E 350 with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",6 Cyl,"Mileage: 23,183 miles","$31,988 ",NYC
2016 Buick Enclave Leather Group,SUV,White,"Used 2016 Buick Enclave Leather Group with AWD, Remote Start, Leather Seats, Power Sun/Moonroof, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Towing Package",6 Cyl,"Mileage: 5,135 miles","$37,174 ",NYC
2016 Lincoln MKC Reserve,SUV,White,"Used 2016 Lincoln MKC Reserve with AWD, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 9,000 miles","$30,995 ",NYC
2014 Lexus GX 460,SUV,Beige,"Used 2014 Lexus GX 460 with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",8 Cyl,"Mileage: 22,983 miles","$42,488 ",NYC
2015 Toyota RAV4 LE,SUV,White,"Used 2015 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, Aux Audio Adapter, Power Seat (Driver), Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 39,634 miles","$18,488 ",NYC
2014 Toyota Camry LE,Sedan,Beige,"Used 2014 Toyota Camry LE with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM, Aux Audio Adapter",4 Cyl,"Mileage: 32,612 miles","$13,998 ",NYC
2015 Mercedes-Benz GLA 250,SUV,Gray,"Used 2015 Mercedes-Benz GLA 250 with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 31,967 miles","$29,982 ",NYC
2015 Mercedes-Benz C-Class C 300,Sedan,Black,"Used 2015 Mercedes-Benz C-Class C 300 with AWD, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Power Steering",4 Cyl,"Mileage: 21,481 miles","$27,995 ",NYC
2014 BMW 3 Series 328i xDrive,Sedan,Blue,"Used 2014 BMW 3 Series 328i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 29,284 miles","$23,795 ",NYC
2015 Lexus RX 350,SUV,Beige,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,"Mileage: 31,158 miles","$32,467 ",NYC
2016 Ford Mustang,Coupe,Gray,"Used 2016 Ford Mustang with RWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,"Mileage: 1,715 miles","$22,948 ",NYC
2014 BMW 5 Series 535i xDrive,Hatchback,White,"Used 2014 BMW 5 Series 535i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3",6 Cyl,"Mileage: 35,667 miles","$35,669 ",NYC
2014 Toyota Corolla S,Sedan,Gray,"Used 2014 Toyota Corolla S with FWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,"Mileage: 5,939 miles","$14,998 ",NYC
2015 Audi A3 2.0T,Sedan,White,"Used 2015 Audi A3 2.0T with AWD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 3,581 miles","$25,157 ",NYC
2014 Audi A6 2.0T,Sedan,White,"Used 2014 Audi A6 2.0T with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, AM/FM",4 Cyl,"Mileage: 25,137 miles","$29,811 ",NYC
2015 Toyota RAV4 Limited Edition,SUV,Gray,"Used 2015 Toyota RAV4 Limited Edition with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 40,256 miles","$21,298 ",NYC
2014 Lexus ES 300h,Sedan,Red,"Used 2014 Lexus ES 300h with FWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Rear-View Camera, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 51,805 miles","$22,990 ",NYC
2015 Toyota RAV4 LE,SUV,Silver,"Used 2015 Toyota RAV4 LE with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering",4 Cyl,"Mileage: 34,574 miles","$18,990 ",NYC
2015 Lexus RX 350,SUV,Black,"Used 2015 Lexus RX 350 with AWD, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",6 Cyl,"Mileage: 41,118 miles","$32,153 ",NYC
2016 Nissan Versa Note SV,Hatchback,Silver,"Used 2016 Nissan Versa Note SV with FWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,"Mileage: 9,730 miles","$10,995 ",NYC
2015 Chevrolet Cruze LT,Sedan,White,"Used 2015 Chevrolet Cruze LT with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3",4 Cyl,"Mileage: 13,883 miles","$14,500 ",NYC
2014 BMW 3 Series 328i xDrive,Sedan,Black,"Used 2014 BMW 3 Series 328i xDrive with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 34,075 miles","$24,888 ",NYC
2014 Ram 1500 ST,Pickup,Silver,"Used 2014 Ram 1500 ST with 4WD, Fog Lights, Trailer Hitch, Alloy Wheels, Keyless Entry, Quad Cab, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Cloth Seats",8 Cyl,"Mileage: 32,635 miles","$25,788 ",NYC
2017 Audi A3 2.0T,Sedan,Gray,"Used 2017 Audi A3 2.0T with AWD, Remote Start, Keyless Entry, Heated Seats",4 Cyl,"Mileage: 4,172 miles","$29,000 ",NYC
2014 BMW 3 Series 328i xDrive,Sedan,Black,"Used 2014 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 45,639 miles","$23,499 ",NYC
2014 Ford Fusion SE,Sedan,Silver,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 32,090 miles","$12,998 ",NYC
2015 Mercedes-Benz GL-Class GL 550,SUV,Gray,"Used 2015 Mercedes-Benz GL-Class GL 550 with AWD, Leather Seats, Trailer Hitch, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",8 Cyl,"Mileage: 9,840 miles","$67,865 ",NYC
2015 Toyota RAV4 LE,SUV,Gray,"Used 2015 Toyota RAV4 LE with AWD, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",4 Cyl,"Mileage: 37,192 miles","$17,300 ",NYC
2014 Ford Fusion SE,Sedan,Black,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering, Power Windows",4 Cyl,"Mileage: 24,010 miles","$14,780 ",NYC
2014 BMW X3 xDrive28i,SUV,Black,"Used 2014 BMW X3 xDrive28i with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3",4 Cyl,"Mileage: 43,945 miles","$24,900 ",NYC
2015 Lexus IS 250,Sedan,Gray,"Used 2015 Lexus IS 250 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 10,542 miles","$30,898 ",NYC
2014 Ford Mustang,Coupe,Green,"Used 2014 Ford Mustang with RWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows, AM/FM",6 Cyl,"Mileage: 42,507 miles","$15,495 ",NYC
2014 Toyota Sienna LE,Minivan,Red,"Used 2014 Toyota Sienna LE with FWD, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Cloth Seats",6 Cyl,"Mileage: 28,105 miles","$19,791 ",NYC
2014 Ford Fusion SE,Sedan,Unspecified,"Used 2014 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Cloth Seats, Power Steering",4 Cyl,"Mileage: 21,527 miles","$13,900 ",NYC
2013 Volvo C70 T5,Convertible,Red,"Used 2013 Volvo C70 T5 with FWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering",5 Cyl,"Mileage: 38,783 miles","$22,995 ",NYC
2015 Ford Explorer XLT,SUV,White,"Used 2015 Ford Explorer XLT with 4WD, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 31,377 miles","$26,300 ",NYC
2014 Ford Focus SE,Hatchback,Red,"Used 2014 Ford Focus SE with FWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 17,465 miles","$11,980 ",NYC
2014 Honda Pilot EXL,SUV,Black,"Used 2014 Honda Pilot EXL with 4WD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 42,464 miles","$26,295 ",NYC
2015 Ford Escape SE,SUV,Unspecified,"Used 2015 Ford Escape SE with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 15,721 miles","$18,340 ",NYC
2015 Volvo XC60 T6,SUV,White,"Used 2015 Volvo XC60 T6 with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 26,284 miles","$32,499 ",NYC
2015 BMW 3 Series 328i xDrive,Sedan,Gray,"Used 2015 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Air Conditioning, MP3, Satellite Radio",4 Cyl,"Mileage: 43,807 miles","$25,899 ",NYC
2015 Mazda CX-5 Grand Touring,SUV,Black,"Used 2015 Mazda CX-5 Grand Touring with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,"Mileage: 37,851 miles","$21,900 ",NYC
2014 Audi Q5 Premium Plus,SUV,Red,"Used 2014 Audi Q5 Premium Plus with AWD, Leather Seats, Fog Lights, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,"Mileage: 35,844 miles","$29,887 ",NYC
2014 BMW X5 xDrive35i,SUV,Gray,"Used 2014 BMW X5 xDrive35i with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats",6 Cyl,"Mileage: 33,873 miles","$39,888 ",NYC
2014 Toyota RAV4 Limited Edition,SUV,Black,"Used 2014 Toyota RAV4 Limited Edition with AWD, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",4 Cyl,"Mileage: 29,905 miles","$20,091 ",NYC
2013 Ford Edge SE,SUV,Black,"Used 2013 Ford Edge SE with AWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Cloth Seats, Power Steering, Power Windows",6 Cyl,"Mileage: 18,716 miles","$17,495 ",NYC
2014 Jeep Cherokee Latitude,SUV,Red,"Used 2014 Jeep Cherokee Latitude with 4WD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, Cloth Seats, Power Steering, AM/FM, 4-Wheel Disc Brakes",6 Cyl,"Mileage: 60,376 miles","$16,909 ",NYC
2014 BMW 3 Series 328i xDrive,Sedan,Gray,"Used 2014 BMW 3 Series 328i xDrive with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,"Mileage: 35,068 miles","$23,945 ",NYC
2014 Nissan Pathfinder SL,SUV,Beige,"Used 2014 Nissan Pathfinder SL with 4WD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 28,959 miles","$24,889 ",NYC
2015 Ford Fusion SE,Sedan,Brown,"Used 2015 Ford Fusion SE with FWD, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Satellite Radio, Power Steering",4 Cyl,"Mileage: 18,986 miles","$14,995 ",NYC
2014 BMW 3 Series 328i xDrive,Sedan,Black,"Used 2014 BMW 3 Series 328i xDrive with AWD, Leather Seats, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",4 Cyl,"Mileage: 38,161 miles","$22,495 ",NYC
2016 Chevrolet Colorado LT,Pickup,Blue,"Used 2016 Chevrolet Colorado LT with RWD, Cruise Control, Rear-View Camera, Satellite Radio",6 Cyl,"Mileage: 2,048 miles","$28,995 ",NYC
2016 Lexus NX 200t,SUV,Black,"Used 2016 Lexus NX 200t with AWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, Split/Folding Seats, Air Conditioning, MP3, Power Steering, AM/FM, 4-Wheel Disc Brakes",4 Cyl,"Mileage: 4,715 miles","$36,990 ",NYC
2013 Cadillac XTS Luxury,Sedan,Silver,"Used 2013 Cadillac XTS Luxury with FWD, Remote Start, Leather Seats, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Air Conditioning",6 Cyl,"Mileage: 19,090 miles","$26,500 ",NYC
2015 Chevrolet Malibu LT,Sedan,Silver,"Used 2015 Chevrolet Malibu LT with FWD, Cruise Control, Air Conditioning, Front Airbags (Driver)",4 Cyl,"Mileage: 15,120 miles","$15,971 ",NYC
2014 Volkswagen Golf,Hatchback,Gray,"Used 2014 Volkswagen Golf with FWD, Power Sun/Moonroof, Keyless Entry, Cruise Control, Heated Seats, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows, AM/FM",5 Cyl,"Mileage: 22,795 miles","$12,995 ",NYC
2015 BMW X1 xDrive28i,SUV,White,"Used 2015 BMW X1 xDrive28i with AWD, Fog Lights, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",4 Cyl,"Mileage: 42,507 miles","$22,895 ",NYC
2013 Buick Enclave Leather Group,SUV,Black,"Used 2013 Buick Enclave Leather Group with AWD, Remote Start, Leather Seats, Alloy Wheels, Third Row Seating, Navigation System, Heated Seats, CD (Single Disc), Rear-View Camera, MP3, Satellite Radio",6 Cyl,"Mileage: 59,953 miles","$22,499 ",NYC
2014 Honda Pilot EXL,SUV,Gray,"Used 2014 Honda Pilot EXL with 4WD, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, Power Steering, Power Windows, AM/FM",6 Cyl,"Mileage: 54,111 miles","$22,999 ",NYC
2016 Jeep Wrangler Sport,SUV,Green,"Used 2016 Jeep Wrangler Sport with 4WD, Fog Lights, Alloy Wheels, Cruise Control, Split/Folding Seats, Air Conditioning, Satellite Radio, Power Steering, Power Windows, Aux Audio Adapter, Intermittent Wipers",6 Cyl,"Mileage: 29,966 miles","$29,995 ",NYC
2014 Honda Pilot LX,SUV,Gray,"Used 2014 Honda Pilot LX with 4WD, Third Row Seating, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning, MP3, Power Steering, Power Windows",6 Cyl,"Mileage: 26,784 miles","$22,190 ",NYC
2013 Honda CR-V EXL,SUV,Gray,"Used 2013 Honda CR-V EXL with AWD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",4 Cyl,"Mileage: 39,276 miles","$18,381 ",NYC
2014 Lincoln MKX,SUV,Silver,"Used 2014 Lincoln MKX with AWD, Remote Start, Leather Seats, Fog Lights, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera",6 Cyl,"Mileage: 23,226 miles","$28,400 ",NYC
2015 Audi Q3 Prestige,SUV,Gray,"Used 2015 Audi Q3 Prestige with AWD, Leather Seats, Fog Lights, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, DVD, Air Conditioning",4 Cyl,"Mileage: 10,478 miles","$29,988 ",NYC
2015 Lexus IS 250,Sedan,Black,"Used 2015 Lexus IS 250 with AWD, Fog Lights, Power Sun/Moonroof, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Rear-View Camera, Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 29,521 miles","$29,475 ",NYC
2014 Ram 1500 ST,Pickup,Black,"Used 2014 Ram 1500 ST with 4WD, Alloy Wheels, Quad Cab, Cruise Control, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, 4-Wheel Disc Brakes, Intermittent Wipers, Power Locks",8 Cyl,"Mileage: 27,841 miles","$25,995 ",NYC
2015 Chevrolet Trax LS,SUV,Black,"Used 2015 Chevrolet Trax LS with AWD, Keyless Entry, Rear-View Camera, Split/Folding Seats, Air Conditioning, Power Steering, AM/FM, Aux Audio Adapter, Trip Computer, Intermittent Wipers, Power Locks",4 Cyl,"Mileage: 15,086 miles","$16,995 ",NYC
2014 BMW 5 Series 528i xDrive,Sedan,Gray,"Used 2014 BMW 5 Series 528i xDrive with AWD, Leather Seats, Navigation System, Cruise Control, Heated Seats, Rear-View Camera, Air Conditioning, MP3, Satellite Radio, Power Steering, Power Windows",4 Cyl,"Mileage: 60,827 miles","$22,995 ",NYC
2014 GMC Terrain SLE,SUV,Gray,"Used 2014 GMC Terrain SLE with AWD, Cruise Control, Heated Seats, Air Conditioning, Power Seat (Driver)",4 Cyl,"Mileage: 27,863 miles","$18,995 ",NYC
2016 Chevrolet Corvette Z06,Coupe,White,"Used 2016 Chevrolet Corvette Z06 with RWD, Leather Seats, Air Conditioning, Power Steering",8 Cyl,Mileage: 987 miles,"$70,971 ",NYC
2014 Lexus GX 460,SUV,Gray,"Used 2014 Lexus GX 460 with 4WD, Leather Seats, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Third Row Seating, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc)",8 Cyl,"Mileage: 32,193 miles","$42,816 ",NYC
2014 Lexus IS 250,Sedan,White,"Used 2014 Lexus IS 250 with AWD, Fog Lights, Power Sun/Moonroof, Keyless Entry, Cruise Control, CD (Single Disc), Air Conditioning, MP3, Satellite Radio, Power Steering, AM/FM",6 Cyl,"Mileage: 22,379 miles","$28,851 ",NYC
2014 BMW X5 xDrive35i,SUV,Black,"Used 2014 BMW X5 xDrive35i with AWD, Fog Lights, Power Sun/Moonroof, Alloy Wheels, Navigation System, Keyless Entry, Cruise Control, Heated Seats, CD (Single Disc), Split/Folding Seats, Air Conditioning",6 Cyl,"Mileage: 38,474 miles","$39,458 ",NYC
2014 Buick Verano,Sedan,White,"Used 2014 Buick Verano with FWD, Remote Start, Keyless Entry, Cruise Control, Air Conditioning",4 Cyl,"Mileage: 18,248 miles","$14,251 ",NYC
2016 Ford Mustang GT,Coupe,Gray,"Used 2016 Ford Mustang GT with RWD, Fog Lights, Alloy Wheels, Keyless Entry, Cruise Control, CD (Single Disc), Rear-View Camera, Air Conditioning, MP3, Cloth Seats, Power Steering",8 Cyl,"Mileage: 7,996 miles","$29,999 ",NYC
